Cm,Ch,Bm,Bh,T,R,G,B
0,0.026,0.2,1,0.058,149.75,132.39,129.92
0,0.026,0.2,1,0.106,155.13,135.92,137.46
0,0.026,0.2,1,0.154,158.24,142.4,144.21
0,0.026,0.2,1,0.202,160.64,143.49,150.9
0,0.026,0.2,1,0.25,163.08,148.71,153.04
0,0.026,0.4,0,0.01,145.81,123.74,109
0,0.026,0.4,0,0.058,151.82,132.47,127.19
0,0.026,0.4,0,0.106,152.71,141.4,138.19
0,0.026,0.4,0,0.154,157.8,145.81,145.39
0,0.026,0.4,0,0.202,160.73,148.24,149.37
0,0.026,0.4,0,0.25,162.31,152.2,153.35
0,0.026,0.4,0.2,0.01,141.98,123.06,109.22
0,0.026,0.4,0.2,0.058,149.21,134.71,126.53
0,0.026,0.4,0.2,0.106,154.81,141.62,137.83
0,0.026,0.4,0.2,0.154,157.66,145.97,143.9
0,0.026,0.4,0.2,0.202,161.08,148.88,149.63
0,0.026,0.4,0.2,0.25,164.48,149.57,155.22
0,0.026,0.4,0.4,0.01,145.23,123.87,111.69
0,0.026,0.4,0.4,0.058,151.88,131.82,126.5
0,0.026,0.4,0.4,0.106,155.04,138.82,136.4
0,0.026,0.4,0.4,0.154,159.51,144.26,143.82
0,0.026,0.4,0.4,0.202,162.04,148.49,149.12
0,0.026,0.4,0.4,0.25,162.25,151.29,152.45
0,0.026,0.4,0.6,0.01,143.03,125.48,110.94
0,0.026,0.4,0.6,0.058,150.62,134.35,128.13
0,0.026,0.4,0.6,0.106,154.74,137.51,136.46
0,0.026,0.4,0.6,0.154,160.57,142.93,145.46
0,0.026,0.4,0.6,0.202,161.38,148.6,149.78
0,0.026,0.4,0.6,0.25,163.19,151.1,155.08
0,0.026,0.4,0.8,0.01,142.56,121.96,112.69
0,0.026,0.4,0.8,0.058,147.88,133.99,131.95
0,0.026,0.4,0.8,0.106,155.42,138.49,142.35
0,0.026,0.4,0.8,0.154,157.85,142.9,145.96
0,0.026,0.4,0.8,0.202,161.59,147.7,150.99
0,0.026,0.4,0.8,0.25,164.48,149.71,155.38
0,0.026,0.4,1,0.01,142.03,121.71,116.57
0,0.026,0.4,1,0.058,145.36,132.32,130.08
0,0.026,0.4,1,0.106,150.12,135.62,138.69
0,0.026,0.4,1,0.154,154.24,140.75,146.39
0,0.026,0.4,1,0.202,158.99,145.6,150.43
0,0.026,0.4,1,0.25,159.31,148.26,152.37
0,0.026,0.6,0,0.01,142.74,123.32,109.57
0,0.026,0.6,0,0.058,147.5,134.85,124.32
0,0.026,0.6,0,0.106,150.43,139.85,136.2
0,0.026,0.6,0,0.154,154.96,142.65,143.42
0,0.026,0.6,0,0.202,163.87,144.9,149.54
0,0.026,0.6,0,0.25,163.08,148.5,152.76
0,0.026,0.6,0.2,0.01,141.49,123.44,109.76
0,0.026,0.6,0.2,0.058,150.67,132.85,127.89
0,0.026,0.6,0.2,0.106,155.52,139.24,135.69
0,0.026,0.6,0.2,0.154,159.53,141.02,141.4
0,0.026,0.6,0.2,0.202,162.94,144.85,149.18
0,0.026,0.6,0.2,0.25,163.04,147.04,153.78
0,0.026,0.6,0.4,0.01,142.94,123.08,110.73
0,0.026,0.6,0.4,0.058,151.52,132.44,128.25
0,0.026,0.6,0.4,0.106,154.62,137.41,136.17
0,0.026,0.6,0.4,0.154,158.92,139.06,142.35
0,0.026,0.6,0.4,0.202,162.27,144.62,147.56
0,0.026,0.6,0.4,0.25,163.41,145.61,151.55
0,0.026,0.6,0.6,0.01,144.03,121.13,108.15
0,0.026,0.6,0.6,0.058,151.86,130.95,128.93
0,0.026,0.6,0.6,0.106,156.6,135.22,136.6
0,0.026,0.6,0.6,0.154,157.46,141.12,142.13
0,0.026,0.6,0.6,0.202,161.55,145.73,145.99
0,0.026,0.6,0.6,0.25,164.76,149.63,153.38
0,0.026,0.6,0.8,0.01,141.26,120.48,111.79
0,0.026,0.6,0.8,0.058,148.37,130.37,128.62
0,0.026,0.6,0.8,0.106,151.88,135.62,135.91
0,0.026,0.6,0.8,0.154,157.2,140.95,143.11
0,0.026,0.6,0.8,0.202,160.78,147.4,147.84
0,0.026,0.6,0.8,0.25,162.48,149.12,151.71
0,0.026,0.6,1,0.01,143.31,119.9,112.96
0,0.026,0.6,1,0.058,147.84,129.32,130.64
0,0.026,0.6,1,0.106,152.91,134.65,140.01
0,0.026,0.6,1,0.154,155,139.74,145.98
0,0.026,0.6,1,0.202,158.67,143.42,151.58
0,0.026,0.6,1,0.25,162.49,147.59,154.77
0,0.026,0.8,0,0.01,143.52,123.55,107.77
0,0.026,0.8,0,0.058,149.97,132.8,125.44
0,0.026,0.8,0,0.106,154.8,138.98,134.59
0,0.026,0.8,0,0.154,157.95,140.45,143.17
0,0.026,0.8,0,0.202,161.25,144.25,149.3
0,0.026,0.8,0,0.25,163.06,147.63,152.56
0,0.026,0.8,0.2,0.01,144.51,123.34,109.21
0,0.026,0.8,0.2,0.058,151.38,131.95,126.88
0,0.026,0.8,0.2,0.106,154.64,136.48,134.25
0,0.026,0.8,0.2,0.154,160.07,139.85,140.6
0,0.026,0.8,0.2,0.202,162.13,143.74,147.47
0,0.026,0.8,0.2,0.25,164.27,147.18,149.75
0,0.026,0.8,0.4,0.01,144.13,121.32,109.62
0,0.026,0.8,0.4,0.058,150.63,131.57,126.63
0,0.026,0.8,0.4,0.106,154.42,136.15,136
0,0.026,0.8,0.4,0.154,156.74,139.82,144.19
0,0.026,0.8,0.4,0.202,158.02,142.48,145.24
0,0.026,0.8,0.4,0.25,156.3,145.7,150.61
0,0.026,0.8,0.6,0.01,138.99,120.74,108.65
0,0.026,0.8,0.6,0.058,144.82,130.54,127.6
0,0.026,0.8,0.6,0.106,148.92,136.53,137.06
0,0.026,0.8,0.6,0.154,152.07,139.29,143.43
0,0.026,0.8,0.6,0.202,155.42,142.94,147
0,0.026,0.8,0.6,0.25,158.15,146.25,150.71
0,0.026,0.8,0.8,0.01,136.97,119.23,112.43
0,0.026,0.8,0.8,0.058,144.83,129.59,129.53
0,0.026,0.8,0.8,0.106,154.51,139.66,138.59
0,0.026,0.8,0.8,0.154,155.95,143.84,145.97
0,0.026,0.8,0.8,0.202,159.25,147.22,150.11
0,0.026,0.8,0.8,0.25,165.35,150.92,155.51
0,0.026,0.8,1,0.01,142.28,121.36,116.51
0,0.026,0.8,1,0.058,150.35,132.85,130
0,0.026,0.8,1,0.106,156.27,138.95,139.1
0,0.026,0.8,1,0.154,158.23,144.42,146.3
0,0.026,0.8,1,0.202,159.99,146.08,150.95
0,0.026,0.8,1,0.25,163.18,151.14,154.73
0,0.026,1,0,0.01,147.86,122.27,107.51
0,0.026,1,0,0.058,153.42,132.08,126.45
0,0.026,1,0,0.106,157.01,138.62,135.34
0,0.026,1,0,0.154,159.65,143.76,143.6
0,0.026,1,0,0.202,161.62,145.96,147.56
0,0.026,1,0,0.25,165.22,150.39,152.92
0,0.026,1,0.2,0.01,143.66,123.36,108.91
0,0.026,1,0.2,0.058,151.16,132.35,128.92
0,0.026,1,0.2,0.106,157.21,137.94,135.97
0,0.026,1,0.2,0.154,152.29,140.82,143.61
0,0.026,1,0.2,0.202,157.44,143.67,148.97
0,0.026,1,0.2,0.25,160.91,146.15,150.49
0,0.026,1,0.4,0.01,138.97,119.94,107.12
0,0.026,1,0.4,0.058,145.07,129.69,125.51
0,0.026,1,0.4,0.106,149.13,137.93,134.99
0,0.026,1,0.4,0.154,152.13,140.45,142.48
0,0.026,1,0.4,0.202,156.47,144.63,148.76
0,0.026,1,0.4,0.25,160.15,146.73,151.28
0,0.026,1,0.6,0.01,138.06,119.81,108.32
0,0.026,1,0.6,0.058,151.13,131.61,129.14
0,0.026,1,0.6,0.106,156.32,136.1,139.96
0,0.026,1,0.6,0.154,158.92,142.19,144.21
0,0.026,1,0.6,0.202,163.19,144.75,148.64
0,0.026,1,0.6,0.25,164.17,148.57,154.22
0,0.026,1,0.8,0.01,142.1,120.82,115.2
0,0.026,1,0.8,0.058,151.77,130.51,129.27
0,0.026,1,0.8,0.106,155.22,135.12,139.57
0,0.026,1,0.8,0.154,157.59,141.86,146.07
0,0.026,1,0.8,0.202,162.32,143.76,149.8
0,0.026,1,0.8,0.25,167.13,150.64,155.72
0,0.026,1,1,0.01,144.86,122.85,116.16
0,0.026,1,1,0.058,152.47,132.65,132.9
0,0.026,1,1,0.106,155.73,139.59,139.86
0,0.026,1,1,0.154,160.01,144.44,147.45
0,0.026,1,1,0.202,163.69,147.54,151.74
0,0.026,1,1,0.25,167.12,149.56,158.22
0,0.13,0,0,0.01,137.37,86.29,77.61
0,0.13,0,0,0.058,145.66,108.51,110.73
0,0.13,0,0,0.106,152.59,118.77,122.81
0,0.13,0,0,0.154,152.01,127.29,134.09
0,0.13,0,0,0.202,155.38,134.66,140.82
0,0.13,0,0,0.25,159.7,136.11,147.74
0,0.13,0,0.2,0.01,130.43,87.91,80.68
0,0.13,0,0.2,0.058,138.6,108.12,108.85
0,0.13,0,0.2,0.106,145.28,120.96,122.86
0,0.13,0,0.2,0.154,149.45,126.83,134.73
0,0.13,0,0.2,0.202,150.79,134.02,142.36
0,0.13,0,0.2,0.25,157.58,136.8,147.94
0,0.13,0,0.4,0.01,126.32,87.87,81.17
0,0.13,0,0.4,0.058,135.4,107.68,108.55
0,0.13,0,0.4,0.106,144.38,121.82,124.1
0,0.13,0,0.4,0.154,147.11,126.78,133.84
0,0.13,0,0.4,0.202,154.57,131.77,140.48
0,0.13,0,0.4,0.25,153.91,136.58,144.47
0,0.13,0,0.6,0.01,122.27,85.8,83.3
0,0.13,0,0.6,0.058,137.13,107.47,111.28
0,0.13,0,0.6,0.106,141.74,117.87,122.21
0,0.13,0,0.6,0.154,147.32,126.87,133.53
0,0.13,0,0.6,0.202,153.69,133.02,140.31
0,0.13,0,0.6,0.25,154,136.87,145.18
0,0.13,0,0.8,0.01,119.84,86.14,86.45
0,0.13,0,0.8,0.058,134.84,105.85,112.1
0,0.13,0,0.8,0.106,141.81,116.77,123.56
0,0.13,0,0.8,0.154,145.54,126.77,134.91
0,0.13,0,0.8,0.202,151.18,133.08,140.32
0,0.13,0,0.8,0.25,154.84,135.32,145.46
0,0.13,0,1,0.01,117.92,83.07,90.54
0,0.13,0,1,0.058,131.89,104.54,115.54
0,0.13,0,1,0.106,139.88,117.4,127.85
0,0.13,0,1,0.154,142.87,127.38,134.12
0,0.13,0,1,0.202,149.54,131.4,141.46
0,0.13,0,1,0.25,152.77,134.88,147.13
0,0.13,0.2,0,0.01,130.42,86.68,77.64
0,0.13,0.2,0,0.058,140.48,106.58,106.68
0,0.13,0.2,0,0.106,145.99,118.44,121.88
0,0.13,0.2,0,0.154,152.19,128.16,131.34
0,0.13,0.2,0,0.202,155.6,131.21,139.55
0,0.13,0.2,0,0.25,158.32,136.42,144.24
0,0.13,0.2,0.2,0.01,129.59,85.14,77.55
0,0.13,0.2,0.2,0.058,138.66,105.57,108.1
0,0.13,0.2,0.2,0.106,144.89,118.4,122.06
0,0.13,0.2,0.2,0.154,148.24,126.21,133.96
0,0.13,0.2,0.2,0.202,149.81,132.37,141.03
0,0.13,0.2,0.2,0.25,151.25,135.99,148.8
0,0.13,0.2,0.4,0.01,128.12,82.74,79.14
0,0.13,0.2,0.4,0.058,135.74,106.33,108.52
0,0.13,0.2,0.4,0.106,143.4,119.14,122.46
0,0.13,0.2,0.4,0.154,146.02,126.8,133.15
0,0.13,0.2,0.4,0.202,151.15,131.75,139.9
0,0.13,0.2,0.4,0.25,152.44,136.28,147.63
0,0.13,0.2,0.6,0.01,127.41,84.88,83.73
0,0.13,0.2,0.6,0.058,135.71,104.4,114.32
0,0.13,0.2,0.6,0.106,142.43,118.63,121.54
0,0.13,0.2,0.6,0.154,147.28,128.81,134.36
0,0.13,0.2,0.6,0.202,150.99,133.92,142.55
0,0.13,0.2,0.6,0.25,155.46,135.33,146.03
0,0.13,0.2,0.8,0.01,124.48,84.54,85.72
0,0.13,0.2,0.8,0.058,135.32,106.01,113.85
0,0.13,0.2,0.8,0.106,141.54,117.72,125.12
0,0.13,0.2,0.8,0.154,147.5,129.4,135.47
0,0.13,0.2,0.8,0.202,151.6,132.18,143.67
0,0.13,0.2,0.8,0.25,154.23,134.73,147.11
0,0.13,0.2,1,0.01,117.78,84.72,91.45
0,0.13,0.2,1,0.058,132.27,105.36,117.13
0,0.13,0.2,1,0.106,139.53,118.98,129.03
0,0.13,0.2,1,0.154,144.68,125.9,135.97
0,0.13,0.2,1,0.202,149.91,131.51,144.53
0,0.13,0.2,1,0.25,151.7,134.61,147.81
0,0.13,0.4,0,0.01,134.37,87.24,78.34
0,0.13,0.4,0,0.058,142.99,106.06,111.18
0,0.13,0.4,0,0.106,148.75,120.85,124.42
0,0.13,0.4,0,0.154,156.49,126.95,133.39
0,0.13,0.4,0,0.202,156.17,131.79,140.92
0,0.13,0.4,0,0.25,159.25,137.42,145.53
0,0.13,0.4,0.2,0.01,131.81,87.18,79.16
0,0.13,0.4,0.2,0.058,140.1,108.11,110.74
0,0.13,0.4,0.2,0.106,146.14,116.67,122.28
0,0.13,0.4,0.2,0.154,150.93,125.86,128.25
0,0.13,0.4,0.2,0.202,151.14,131.52,136.87
0,0.13,0.4,0.2,0.25,153.98,134.11,146.11
0,0.13,0.4,0.4,0.01,122.3,82.52,80.95
0,0.13,0.4,0.4,0.058,132.65,105.49,109.7
0,0.13,0.4,0.4,0.106,141.88,117.18,124.14
0,0.13,0.4,0.4,0.154,147.67,125.89,130.84
0,0.13,0.4,0.4,0.202,151.93,130.62,137.89
0,0.13,0.4,0.4,0.25,152.65,133.78,145.15
0,0.13,0.4,0.6,0.01,118.4,82.47,82.83
0,0.13,0.4,0.6,0.058,129.96,107.33,109.72
0,0.13,0.4,0.6,0.106,143.96,116.48,124.56
0,0.13,0.4,0.6,0.154,148.1,126.85,133.22
0,0.13,0.4,0.6,0.202,151.01,130.28,142.12
0,0.13,0.4,0.6,0.25,153.01,136.35,146.78
0,0.13,0.4,0.8,0.01,121.88,81.53,87.35
0,0.13,0.4,0.8,0.058,133.34,107.21,113.07
0,0.13,0.4,0.8,0.106,142.04,116.95,126.13
0,0.13,0.4,0.8,0.154,145.96,126.04,135.54
0,0.13,0.4,0.8,0.202,151.23,132.12,141.96
0,0.13,0.4,0.8,0.25,155.44,135.51,146.64
0,0.13,0.4,1,0.01,120.45,83.57,89.16
0,0.13,0.4,1,0.058,132.44,105.75,114.78
0,0.13,0.4,1,0.106,139.89,116.49,127.52
0,0.13,0.4,1,0.154,143.98,127.29,137.85
0,0.13,0.4,1,0.202,148.34,132.4,141.44
0,0.13,0.4,1,0.25,151.06,135.64,146.77
0,0.13,0.6,0,0.01,132.37,87.65,77.89
0,0.13,0.6,0,0.058,142.02,108.44,109.32
0,0.13,0.6,0,0.106,147.42,120.94,121.96
0,0.13,0.6,0,0.154,154.77,125.6,131.4
0,0.13,0.6,0,0.202,156.3,131.23,138.36
0,0.13,0.6,0,0.25,159.54,137.27,146.23
0,0.13,0.6,0.2,0.01,129.37,85.65,77.09
0,0.13,0.6,0.2,0.058,139.29,108.47,108.21
0,0.13,0.6,0.2,0.106,143.06,118.89,122.38
0,0.13,0.6,0.2,0.154,152.04,125.33,130.57
0,0.13,0.6,0.2,0.202,155.54,132.71,138.96
0,0.13,0.6,0.2,0.25,159.54,137.74,147.21
0,0.13,0.6,0.4,0.01,126.4,88.59,80.16
0,0.13,0.6,0.4,0.058,138.28,108.93,111.9
0,0.13,0.6,0.4,0.106,147.21,119.95,126.29
0,0.13,0.6,0.4,0.154,150.78,128.71,133.11
0,0.13,0.6,0.4,0.202,155.42,133.47,139.35
0,0.13,0.6,0.4,0.25,158.17,138.11,145.61
0,0.13,0.6,0.6,0.01,125.98,89.55,82.7
0,0.13,0.6,0.6,0.058,134.84,109.14,112.8
0,0.13,0.6,0.6,0.106,144.89,120.19,126.42
0,0.13,0.6,0.6,0.154,151.53,126.44,134.92
0,0.13,0.6,0.6,0.202,155.38,134.51,139.24
0,0.13,0.6,0.6,0.25,150.47,136.09,148.89
0,0.13,0.6,0.8,0.01,119.05,82.99,84.66
0,0.13,0.6,0.8,0.058,133.2,105.99,111.39
0,0.13,0.6,0.8,0.106,140.51,117.28,126.32
0,0.13,0.6,0.8,0.154,141.4,126.37,133.04
0,0.13,0.6,0.8,0.202,148.95,131.16,141.86
0,0.13,0.6,0.8,0.25,149.51,136.34,146.19
0,0.13,0.6,1,0.01,120.88,82.38,89.57
0,0.13,0.6,1,0.058,129,105.84,114.58
0,0.13,0.6,1,0.106,138.63,117.49,128.54
0,0.13,0.6,1,0.154,140.85,124.11,135.75
0,0.13,0.6,1,0.202,146.79,130.4,142.12
0,0.13,0.6,1,0.25,152.5,135.83,147.17
0,0.13,0.8,0,0.01,129.95,84.84,77.02
0,0.13,0.8,0,0.058,145.47,105.73,106.86
0,0.13,0.8,0,0.106,147.83,116.56,122.71
0,0.13,0.8,0,0.154,152.54,128.28,132.51
0,0.13,0.8,0,0.202,155.29,132.79,139.04
0,0.13,0.8,0,0.25,159.94,138.46,145.51
0,0.13,0.8,0.2,0.01,131.39,83.98,76.75
0,0.13,0.8,0.2,0.058,141.04,104.71,107.62
0,0.13,0.8,0.2,0.106,147.29,117.56,123.38
0,0.13,0.8,0.2,0.154,152.17,128.61,133.96
0,0.13,0.8,0.2,0.202,156.41,133.12,139.46
0,0.13,0.8,0.2,0.25,156.67,136.72,145.48
0,0.13,0.8,0.4,0.01,128.83,84.03,76.14
0,0.13,0.8,0.4,0.058,136.93,106.25,108.97
0,0.13,0.8,0.4,0.106,143.17,119.6,123.04
0,0.13,0.8,0.4,0.154,149.89,128.88,133.21
0,0.13,0.8,0.4,0.202,151.08,131.66,143.35
0,0.13,0.8,0.4,0.25,153.51,135.86,146.24
0,0.13,0.8,0.6,0.01,124.04,85.23,82.73
0,0.13,0.8,0.6,0.058,133.9,105.97,112.73
0,0.13,0.8,0.6,0.106,142.57,117.14,123.3
0,0.13,0.8,0.6,0.154,147.86,128.68,131.23
0,0.13,0.8,0.6,0.202,150.64,131.54,143.84
0,0.13,0.8,0.6,0.25,152.29,136.52,147.35
0,0.13,0.8,0.8,0.01,123.02,85.48,85.89
0,0.13,0.8,0.8,0.058,132.74,105.24,113.99
0,0.13,0.8,0.8,0.106,142.4,117.3,124.63
0,0.13,0.8,0.8,0.154,147.32,125.29,134.5
0,0.13,0.8,0.8,0.202,148.23,134.04,140.38
0,0.13,0.8,0.8,0.25,154.94,136.73,145.77
0,0.13,0.8,1,0.01,122.39,84.87,92.31
0,0.13,0.8,1,0.058,132.57,105.37,115.08
0,0.13,0.8,1,0.106,138.31,116.76,127.47
0,0.13,0.8,1,0.154,148.3,125.68,135.39
0,0.13,0.8,1,0.202,148.45,133.5,143.09
0,0.13,0.8,1,0.25,154.47,136.27,146.03
0,0.13,1,0,0.01,136.39,88.52,79.62
0,0.13,1,0,0.058,145.14,107.26,109.26
0,0.13,1,0,0.106,149.33,120.62,122.67
0,0.13,1,0,0.154,154.88,127.72,132.64
0,0.13,1,0,0.202,155.2,133.98,142.72
0,0.13,1,0,0.25,157.43,139.15,146.91
0,0.13,1,0.2,0.01,126.32,86.01,79.2
0,0.13,1,0.2,0.058,139.4,107.5,110.39
0,0.13,1,0.2,0.106,144.41,117.82,125.09
0,0.13,1,0.2,0.154,151.26,128.98,133.88
0,0.13,1,0.2,0.202,153.22,133.41,142.27
0,0.13,1,0.2,0.25,159.35,137.46,144.72
0,0.13,1,0.4,0.01,123.67,85.37,80.76
0,0.13,1,0.4,0.058,136.47,105.94,110.17
0,0.13,1,0.4,0.106,143.64,117.42,126.28
0,0.13,1,0.4,0.154,147.61,126.35,134.74
0,0.13,1,0.4,0.202,156.3,132.91,143.23
0,0.13,1,0.4,0.25,157.65,139.79,148.32
0,0.13,1,0.6,0.01,125.19,85.72,85.01
0,0.13,1,0.6,0.058,137.95,107.44,110.87
0,0.13,1,0.6,0.106,143.5,117.24,128.57
0,0.13,1,0.6,0.154,147.45,126.41,136.51
0,0.13,1,0.6,0.202,154.45,132.94,142.34
0,0.13,1,0.6,0.25,155.74,139.27,148.77
0,0.13,1,0.8,0.01,123.81,87.78,87.84
0,0.13,1,0.8,0.058,132.55,108.79,111.97
0,0.13,1,0.8,0.106,139.84,117.62,129.66
0,0.13,1,0.8,0.154,147.5,127.23,137.91
0,0.13,1,0.8,0.202,152.59,134.07,143.67
0,0.13,1,0.8,0.25,156.2,139.57,148.56
0,0.13,1,1,0.01,116.05,83.69,85.19
0,0.13,1,1,0.058,128.99,105.6,114.13
0,0.13,1,1,0.106,136.95,116.53,125.08
0,0.13,1,1,0.154,142.79,122.89,135.13
0,0.13,1,1,0.202,147.4,129.23,142.31
0,0.13,1,1,0.25,151.62,134.41,146.14
0,0.41,0,0,0.01,119.35,63.48,64.67
0,0.41,0,0,0.058,133.6,93.74,103.1
0,0.41,0,0,0.106,143,105.81,118.86
0,0.41,0,0,0.154,145.84,114.79,129.2
0,0.41,0,0,0.202,149.47,124.12,137.52
0,0.41,0,0,0.25,153.26,131.46,142.37
0,0.41,0,0.2,0.01,113.94,63.62,66.96
0,0.41,0,0.2,0.058,127.68,95.13,102.73
0,0.41,0,0.2,0.106,136.21,107.85,121.19
0,0.41,0,0.2,0.154,141.65,119.96,130.04
0,0.41,0,0.2,0.202,147.63,127.37,139.48
0,0.41,0,0.2,0.25,149.33,135.12,142.03
0,0.41,0,0.4,0.01,110,64.51,63.97
0,0.41,0,0.4,0.058,123.4,95.83,100.95
0,0.41,0,0.4,0.106,131.78,107.56,120.18
0,0.41,0,0.4,0.154,140.47,118.67,130.72
0,0.41,0,0.4,0.202,146.91,127.67,139.27
0,0.41,0,0.4,0.25,146.57,135.37,141.42
0,0.41,0,0.6,0.01,102.87,65.3,66.74
0,0.41,0,0.6,0.058,121.56,94.41,102.66
0,0.41,0,0.6,0.106,130.8,108.08,119.86
0,0.41,0,0.6,0.154,138.12,119.41,132.06
0,0.41,0,0.6,0.202,143.1,127.82,138.96
0,0.41,0,0.6,0.25,147.56,134.14,142.08
0,0.41,0,0.8,0.01,99.04,66.18,68.12
0,0.41,0,0.8,0.058,111.59,93.25,104.22
0,0.41,0,0.8,0.106,126.46,109.09,115.87
0,0.41,0,0.8,0.154,130.89,116.3,128.19
0,0.41,0,0.8,0.202,138.62,122.82,135.23
0,0.41,0,0.8,0.25,143.65,129.87,140.92
0,0.41,0,1,0.01,91.95,63.73,69.66
0,0.41,0,1,0.058,112.52,93.04,105.97
0,0.41,0,1,0.106,125.18,107.95,116.17
0,0.41,0,1,0.154,129.68,116.22,128.39
0,0.41,0,1,0.202,134.63,123.03,135.54
0,0.41,0,1,0.25,142.49,129.22,143.11
0,0.41,0.2,0,0.01,120.71,63.62,61.52
0,0.41,0.2,0,0.058,130.98,93.72,103.37
0,0.41,0.2,0,0.106,137.51,107.5,115.04
0,0.41,0.2,0,0.154,143.32,115.87,124.78
0,0.41,0.2,0,0.202,146.04,124.06,133.33
0,0.41,0.2,0,0.25,151.71,127.42,139.14
0,0.41,0.2,0.2,0.01,115.59,64.01,65.15
0,0.41,0.2,0.2,0.058,130.35,96.51,106.35
0,0.41,0.2,0.2,0.106,136.16,113.18,119.83
0,0.41,0.2,0.2,0.154,142.3,122.39,130.24
0,0.41,0.2,0.2,0.202,149.62,129.68,137.86
0,0.41,0.2,0.2,0.25,153.02,133.33,144.21
0,0.41,0.2,0.4,0.01,106.47,65.05,67.31
0,0.41,0.2,0.4,0.058,124.34,97.95,106.23
0,0.41,0.2,0.4,0.106,133.74,112.11,120.57
0,0.41,0.2,0.4,0.154,139.82,120.78,131.25
0,0.41,0.2,0.4,0.202,145.16,128.83,139.44
0,0.41,0.2,0.4,0.25,148.64,133.84,144.42
0,0.41,0.2,0.6,0.01,105.42,64.9,67.55
0,0.41,0.2,0.6,0.058,121.37,97.32,108.55
0,0.41,0.2,0.6,0.106,129.81,113.51,120.9
0,0.41,0.2,0.6,0.154,138.61,121.12,129.93
0,0.41,0.2,0.6,0.202,142.8,128.09,138.88
0,0.41,0.2,0.6,0.25,149.54,133.77,142.2
0,0.41,0.2,0.8,0.01,98.26,64.53,69.05
0,0.41,0.2,0.8,0.058,115.68,98.01,104.7
0,0.41,0.2,0.8,0.106,129.5,108.54,123.26
0,0.41,0.2,0.8,0.154,137.65,121.06,131.9
0,0.41,0.2,0.8,0.202,141.11,126.57,136.82
0,0.41,0.2,0.8,0.25,146.46,133.45,143.99
0,0.41,0.2,1,0.01,93.58,64.33,73.27
0,0.41,0.2,1,0.058,113.41,96.79,106.8
0,0.41,0.2,1,0.106,128.91,108.16,125.03
0,0.41,0.2,1,0.154,133.87,121.22,132.63
0,0.41,0.2,1,0.202,141.61,127.88,138.95
0,0.41,0.2,1,0.25,144.91,132.5,143.91
0,0.41,0.4,0,0.01,120.84,63.45,65.69
0,0.41,0.4,0,0.058,135.64,97.19,102.28
0,0.41,0.4,0,0.106,143.07,108.25,122.28
0,0.41,0.4,0,0.154,146.34,120.32,128.89
0,0.41,0.4,0,0.202,149.77,127.06,136.7
0,0.41,0.4,0,0.25,153.32,132.78,142.63
0,0.41,0.4,0.2,0.01,117.42,63.05,63.94
0,0.41,0.4,0.2,0.058,128.69,96.65,102.33
0,0.41,0.4,0.2,0.106,136.17,109.31,121.2
0,0.41,0.4,0.2,0.154,143.76,119.82,130.36
0,0.41,0.4,0.2,0.202,148.99,126.73,136.86
0,0.41,0.4,0.2,0.25,149.84,130.53,145.11
0,0.41,0.4,0.4,0.01,109.02,64.98,64.69
0,0.41,0.4,0.4,0.058,123.19,96.14,103.26
0,0.41,0.4,0.4,0.106,133.61,107.86,120.45
0,0.41,0.4,0.4,0.154,141.73,119.45,130.03
0,0.41,0.4,0.4,0.202,145.4,124.69,137.72
0,0.41,0.4,0.4,0.25,148.37,131.48,144.4
0,0.41,0.4,0.6,0.01,103.58,64.17,67.33
0,0.41,0.4,0.6,0.058,119.45,95.79,104.92
0,0.41,0.4,0.6,0.106,129.86,109.41,120.4
0,0.41,0.4,0.6,0.154,138.82,118.96,130.97
0,0.41,0.4,0.6,0.202,138.91,129.78,138.4
0,0.41,0.4,0.6,0.25,149.7,132.2,145.72
0,0.41,0.4,0.8,0.01,99.57,60.82,70.21
0,0.41,0.4,0.8,0.058,117.3,96.1,106.46
0,0.41,0.4,0.8,0.106,127.44,112.53,121.2
0,0.41,0.4,0.8,0.154,136.77,119.16,130.93
0,0.41,0.4,0.8,0.202,139.65,127.18,140.17
0,0.41,0.4,0.8,0.25,147.49,132.93,145.8
0,0.41,0.4,1,0.01,95.22,60.63,73.4
0,0.41,0.4,1,0.058,116.14,95.84,107.91
0,0.41,0.4,1,0.106,125.87,112.52,120.67
0,0.41,0.4,1,0.154,134.11,119.93,130.34
0,0.41,0.4,1,0.202,139.5,127.81,139.67
0,0.41,0.4,1,0.25,147.63,131.66,145.87
0,0.41,0.6,0,0.01,119.28,61.78,64.91
0,0.41,0.6,0,0.058,132.83,96.62,102.78
0,0.41,0.6,0,0.106,141.51,109.91,118.39
0,0.41,0.6,0,0.154,147.88,117.73,129.32
0,0.41,0.6,0,0.202,148.76,127.19,135.98
0,0.41,0.6,0,0.25,154.41,129.37,144.66
0,0.41,0.6,0.2,0.01,114.98,65.7,68.57
0,0.41,0.6,0.2,0.058,126.17,94.29,101.67
0,0.41,0.6,0.2,0.106,136.08,110.4,119.35
0,0.41,0.6,0.2,0.154,141.4,117.21,131.02
0,0.41,0.6,0.2,0.202,144.73,126.23,136.79
0,0.41,0.6,0.2,0.25,151.49,129.57,145.15
0,0.41,0.6,0.4,0.01,108.34,66.99,67.93
0,0.41,0.6,0.4,0.058,122.98,91.71,103.18
