Cm,Ch,Bm,Bh,T,R,G,B
0.064,0.41,0.4,0.4,0.01,100.19,56.56,54.71
0.064,0.41,0.4,0.4,0.058,105.78,73.87,71.73
0.064,0.41,0.4,0.4,0.106,108.21,81.36,74.55
0.064,0.41,0.4,0.4,0.154,108.9,83.15,75.96
0.064,0.41,0.4,0.4,0.202,111.89,87.41,75.61
0.064,0.41,0.4,0.4,0.25,113.24,90.06,77.04
0.064,0.41,0.4,0.6,0.01,95.47,55.18,56.43
0.064,0.41,0.4,0.6,0.058,104.64,74.66,70.65
0.064,0.41,0.4,0.6,0.106,106.58,81.09,76.52
0.064,0.41,0.4,0.6,0.154,110.38,83.16,75.26
0.064,0.41,0.4,0.6,0.202,109.84,86.55,77
0.064,0.41,0.4,0.6,0.25,112.36,90.15,77.64
0.064,0.41,0.4,0.8,0.01,90.87,56,57.69
0.064,0.41,0.4,0.8,0.058,101.75,74.94,71.62
0.064,0.41,0.4,0.8,0.106,104.56,81.54,76.18
0.064,0.41,0.4,0.8,0.154,107.06,85.01,75.23
0.064,0.41,0.4,0.8,0.202,109.86,86.81,77.07
0.064,0.41,0.4,0.8,0.25,111.47,88.47,77.8
0.064,0.41,0.4,1,0.01,88.62,56.05,60.49
0.064,0.41,0.4,1,0.058,98.29,75.29,71.82
0.064,0.41,0.4,1,0.106,103.35,81.21,75.48
0.064,0.41,0.4,1,0.154,104.79,84.92,76.57
0.064,0.41,0.4,1,0.202,111.23,87.14,78.01
0.064,0.41,0.4,1,0.25,113.28,90.27,80.59
0.064,0.41,0.6,0,0.01,114.54,54.75,51.92
0.064,0.41,0.6,0,0.058,114.32,73.8,67.65
0.064,0.41,0.6,0,0.106,113.93,80.33,74.47
0.064,0.41,0.6,0,0.154,113.25,83.44,76.14
0.064,0.41,0.6,0,0.202,113.62,84.64,76.26
0.064,0.41,0.6,0,0.25,114.04,85.74,77.63
0.064,0.41,0.6,0.2,0.01,104.45,54.8,53.09
0.064,0.41,0.6,0.2,0.058,107.56,73.95,68.63
0.064,0.41,0.6,0.2,0.106,110.26,79.16,74.14
0.064,0.41,0.6,0.2,0.154,110.62,84.16,74.81
0.064,0.41,0.6,0.2,0.202,112.28,84.85,76.25
0.064,0.41,0.6,0.2,0.25,113.54,86.27,77.72
0.064,0.41,0.6,0.4,0.01,100,55.49,53.82
0.064,0.41,0.6,0.4,0.058,104.9,73.91,68.21
0.064,0.41,0.6,0.4,0.106,107.55,79.76,73.59
0.064,0.41,0.6,0.4,0.154,106.81,84.39,74.46
0.064,0.41,0.6,0.4,0.202,108.94,84.52,75.12
0.064,0.41,0.6,0.4,0.25,111.15,86.44,77.65
0.064,0.41,0.6,0.6,0.01,96.22,56.41,55.52
0.064,0.41,0.6,0.6,0.058,102.74,74.65,68.82
0.064,0.41,0.6,0.6,0.106,105.78,79.14,72.56
0.064,0.41,0.6,0.6,0.154,107.42,81.88,75.26
0.064,0.41,0.6,0.6,0.202,107.24,84.24,78
0.064,0.41,0.6,0.6,0.25,109.33,87.54,76.29
0.064,0.41,0.6,0.8,0.01,91.48,53.71,56.08
0.064,0.41,0.6,0.8,0.058,99.31,72.51,69.34
0.064,0.41,0.6,0.8,0.106,103.14,79.96,72.55
0.064,0.41,0.6,0.8,0.154,103.5,82.26,76.24
0.064,0.41,0.6,0.8,0.202,105.85,84.31,77.46
0.064,0.41,0.6,0.8,0.25,107.71,87.8,76.48
0.064,0.41,0.6,1,0.01,86.65,53.87,58.73
0.064,0.41,0.6,1,0.058,97.18,72.84,69.36
0.064,0.41,0.6,1,0.106,99.72,79.27,73.08
0.064,0.41,0.6,1,0.154,104.31,82.39,76.57
0.064,0.41,0.6,1,0.202,106.06,85.59,77.1
0.064,0.41,0.6,1,0.25,108.08,87.66,76.06
0.064,0.41,0.8,0,0.01,113.15,53.4,49.7
0.064,0.41,0.8,0,0.058,110.4,70.5,66.78
0.064,0.41,0.8,0,0.106,110.48,76.76,71.44
0.064,0.41,0.8,0,0.154,111.09,80.5,73.98
0.064,0.41,0.8,0,0.202,107.22,81.35,74
0.064,0.41,0.8,0,0.25,108.22,84.64,75.03
0.064,0.41,0.8,0.2,0.01,105.12,53.3,50.91
0.064,0.41,0.8,0.2,0.058,104.66,70.91,67.93
0.064,0.41,0.8,0.2,0.106,105.64,77.37,71.52
0.064,0.41,0.8,0.2,0.154,106.2,80.81,72.79
0.064,0.41,0.8,0.2,0.202,107.57,80.87,75.04
0.064,0.41,0.8,0.2,0.25,105.42,81.53,74.18
0.064,0.41,0.8,0.4,0.01,98.27,54.68,51.24
0.064,0.41,0.8,0.4,0.058,102.46,69.8,67.72
0.064,0.41,0.8,0.4,0.106,103.47,77.22,71.29
0.064,0.41,0.8,0.4,0.154,105.06,79.75,73.14
0.064,0.41,0.8,0.4,0.202,106.3,80.81,74.48
0.064,0.41,0.8,0.4,0.25,107.03,81.36,73.47
0.064,0.41,0.8,0.6,0.01,94.63,54.33,52.11
0.064,0.41,0.8,0.6,0.058,99.14,70.28,67.81
0.064,0.41,0.8,0.6,0.106,101.59,76.42,71.16
0.064,0.41,0.8,0.6,0.154,104.01,79.71,73.67
0.064,0.41,0.8,0.6,0.202,105.27,81.35,75.48
0.064,0.41,0.8,0.6,0.25,105.96,82.2,73.83
0.064,0.41,0.8,0.8,0.01,91.43,53.99,54.6
0.064,0.41,0.8,0.8,0.058,97.48,70.92,68.53
0.064,0.41,0.8,0.8,0.106,101.38,75.67,71.97
0.064,0.41,0.8,0.8,0.154,102.42,79.38,73.07
0.064,0.41,0.8,0.8,0.202,103.64,81.15,75.34
0.064,0.41,0.8,0.8,0.25,106.3,82.5,73.54
0.064,0.41,0.8,1,0.01,88.52,53.43,57.05
0.064,0.41,0.8,1,0.058,95.51,73.84,69.75
0.064,0.41,0.8,1,0.106,99.07,76.32,74.98
0.064,0.41,0.8,1,0.154,100.93,80.45,75.17
0.064,0.41,0.8,1,0.202,103.09,82.22,75.05
0.064,0.41,0.8,1,0.25,103.74,81.99,77.34
0.064,0.41,1,0,0.01,109.75,54.26,50.49
0.064,0.41,1,0,0.058,107.97,69.22,66.98
0.064,0.41,1,0,0.106,107.22,74.31,72.58
0.064,0.41,1,0,0.154,106.55,78.62,73.24
0.064,0.41,1,0,0.202,105.81,79.77,75.15
0.064,0.41,1,0,0.25,104.4,81.68,76.05
0.064,0.41,1,0.2,0.01,103.23,54.73,51.6
0.064,0.41,1,0.2,0.058,104.22,70.24,67.56
0.064,0.41,1,0.2,0.106,102.06,75.11,71.35
0.064,0.41,1,0.2,0.154,103.9,79.15,73.04
0.064,0.41,1,0.2,0.202,102.81,78.61,74.97
0.064,0.41,1,0.2,0.25,101.6,82.7,75.21
0.064,0.41,1,0.4,0.01,99.51,54.49,52.01
0.064,0.41,1,0.4,0.058,101.23,69.91,67.97
0.064,0.41,1,0.4,0.106,102.61,74.96,71.78
0.064,0.41,1,0.4,0.154,102.01,78.75,73.9
0.064,0.41,1,0.4,0.202,101.54,78.85,75.8
0.064,0.41,1,0.4,0.25,100.86,81.66,75.48
0.064,0.41,1,0.6,0.01,94.76,54.09,53.49
0.064,0.41,1,0.6,0.058,97.19,67.89,66.66
0.064,0.41,1,0.6,0.106,99.82,75.3,70.84
0.064,0.41,1,0.6,0.154,99.04,77.96,72.28
0.064,0.41,1,0.6,0.202,101.25,79.81,73.71
0.064,0.41,1,0.6,0.25,99.9,81.47,72.52
0.064,0.41,1,0.8,0.01,87.94,54.07,56.06
0.064,0.41,1,0.8,0.058,94.92,68.23,67.46
0.064,0.41,1,0.8,0.106,96.78,74.45,72.39
0.064,0.41,1,0.8,0.154,100.02,78.01,72.91
0.064,0.41,1,0.8,0.202,98.87,80.03,72.49
0.064,0.41,1,0.8,0.25,99.89,81.59,72.46
0.064,0.41,1,1,0.01,85.87,53.05,58.3
0.064,0.41,1,1,0.058,92.25,68.1,67.4
0.064,0.41,1,1,0.106,94.97,74.53,72.46
0.064,0.41,1,1,0.154,97.92,76.69,73.42
0.064,0.41,1,1,0.202,97.68,79.65,73.65
0.064,0.41,1,1,0.25,99.52,81.05,73.36
0.064,1,0,0,0.01,100.62,45.84,45.79
0.064,1,0,0,0.058,112.3,71.75,68.41
0.064,1,0,0,0.106,116.59,81.32,74.63
0.064,1,0,0,0.154,116.25,87.05,79.58
0.064,1,0,0,0.202,119.91,92.68,81.87
0.064,1,0,0,0.25,121.92,93.91,79.07
0.064,1,0,0.2,0.01,91.98,48.31,46.89
0.064,1,0,0.2,0.058,106.3,76.46,71.88
0.064,1,0,0.2,0.106,113.55,87.56,77.99
0.064,1,0,0.2,0.154,116.68,89.47,81.04
0.064,1,0,0.2,0.202,120.15,92.74,82.7
0.064,1,0,0.2,0.25,122.08,96.72,82.03
0.064,1,0,0.4,0.01,86.84,48.84,51.33
0.064,1,0,0.4,0.058,102.8,76.87,72.59
0.064,1,0,0.4,0.106,110.14,87.56,78.21
0.064,1,0,0.4,0.154,113.25,90,80.45
0.064,1,0,0.4,0.202,118.79,93.17,82.73
0.064,1,0,0.4,0.25,119.42,96.31,81.63
0.064,1,0,0.6,0.01,81.7,50.02,51.37
0.064,1,0,0.6,0.058,99.99,77.86,72.28
0.064,1,0,0.6,0.106,107.16,87.28,78.31
0.064,1,0,0.6,0.154,111.09,90.22,79.25
0.064,1,0,0.6,0.202,116.88,92.62,82.55
0.064,1,0,0.6,0.25,119.09,97.48,82.21
0.064,1,0,0.8,0.01,75.16,50.57,52.3
0.064,1,0,0.8,0.058,98.75,77.02,73.31
0.064,1,0,0.8,0.106,106.54,86.94,79.06
0.064,1,0,0.8,0.154,109.06,91.08,79.69
0.064,1,0,0.8,0.202,115.95,92.49,83.11
0.064,1,0,0.8,0.25,118.02,97.73,81.21
0.064,1,0,1,0.01,73.3,50.79,53.83
0.064,1,0,1,0.058,97,77.8,75.3
0.064,1,0,1,0.106,104.06,86.68,77.67
0.064,1,0,1,0.154,108.27,90.39,79.78
0.064,1,0,1,0.202,114.28,93.45,83.44
0.064,1,0,1,0.25,117.64,96.52,84.12
0.064,1,0.2,0,0.01,101.35,48.72,48.35
0.064,1,0.2,0,0.058,109.06,73.6,71.5
0.064,1,0.2,0,0.106,115.19,80.63,73.03
0.064,1,0.2,0,0.154,114.88,84.71,77.26
0.064,1,0.2,0,0.202,117.35,89.84,80.08
0.064,1,0.2,0,0.25,118.55,93.13,80.85
0.064,1,0.2,0.2,0.01,93.23,48.98,49.26
0.064,1,0.2,0.2,0.058,105.13,73.5,69.9
0.064,1,0.2,0.2,0.106,109.03,82.07,75.67
0.064,1,0.2,0.2,0.154,112.68,84.97,78.01
0.064,1,0.2,0.2,0.202,113.5,89.8,81.19
0.064,1,0.2,0.2,0.25,116.02,93.54,80.74
0.064,1,0.2,0.4,0.01,85.67,49.11,51.39
0.064,1,0.2,0.4,0.058,100.72,73.83,70.98
0.064,1,0.2,0.4,0.106,106.23,81.42,75.09
0.064,1,0.2,0.4,0.154,110.43,85.37,77.46
0.064,1,0.2,0.4,0.202,113.61,89.88,81.2
0.064,1,0.2,0.4,0.25,113.97,93.3,80.43
0.064,1,0.2,0.6,0.01,80.13,50.19,51.32
0.064,1,0.2,0.6,0.058,97.49,74.21,70.69
0.064,1,0.2,0.6,0.106,104,80.76,75.35
0.064,1,0.2,0.6,0.154,109.47,85.24,78.94
0.064,1,0.2,0.6,0.202,111.14,90.42,81.1
0.064,1,0.2,0.6,0.25,112.01,93.53,81.23
0.064,1,0.2,0.8,0.01,74.37,47.24,50.26
0.064,1,0.2,0.8,0.058,93.75,73.93,69.43
0.064,1,0.2,0.8,0.106,101.51,82.58,76.9
0.064,1,0.2,0.8,0.154,108.05,88.85,76.8
0.064,1,0.2,0.8,0.202,110.65,90.46,78.58
0.064,1,0.2,0.8,0.25,111.63,92.05,79.67
0.064,1,0.2,1,0.01,70.15,47.35,51.37
0.064,1,0.2,1,0.058,90.36,74.66,69.89
0.064,1,0.2,1,0.106,99.36,83.02,76.98
0.064,1,0.2,1,0.154,107.09,89.1,76.5
0.064,1,0.2,1,0.202,109.19,89.79,78.66
0.064,1,0.2,1,0.25,111.8,92.01,79.3
0.064,1,0.4,0,0.01,98.86,43.98,47.28
0.064,1,0.4,0,0.058,104.16,71.07,67.02
0.064,1,0.4,0,0.106,108.38,78.94,75.49
0.064,1,0.4,0,0.154,112.81,85.15,74.81
0.064,1,0.4,0,0.202,112.04,87.92,76.44
0.064,1,0.4,0,0.25,114.09,87.59,77.75
0.064,1,0.4,0.2,0.01,91.3,45.08,47.41
0.064,1,0.4,0.2,0.058,99.63,71.61,66.9
0.064,1,0.4,0.2,0.106,103.89,79.31,75.48
0.064,1,0.4,0.2,0.154,108.9,85.63,75.13
0.064,1,0.4,0.2,0.202,108.86,88.32,77.22
0.064,1,0.4,0.2,0.25,111.23,87.7,77.6
0.064,1,0.4,0.4,0.01,81.31,48.62,51.6
0.064,1,0.4,0.4,0.058,97.33,70.58,68.41
0.064,1,0.4,0.4,0.106,101.88,79.3,76.09
0.064,1,0.4,0.4,0.154,105.4,85.29,76.51
0.064,1,0.4,0.4,0.202,108.5,88.87,78.38
0.064,1,0.4,0.4,0.25,111.23,91.5,80.1
0.064,1,0.4,0.6,0.01,78.7,48.91,50.9
0.064,1,0.4,0.6,0.058,95.92,71.07,70.21
0.064,1,0.4,0.6,0.106,100.28,79.63,77.9
0.064,1,0.4,0.6,0.154,102.62,85.32,77.29
0.064,1,0.4,0.6,0.202,106.84,89.47,79.38
0.064,1,0.4,0.6,0.25,110.17,92.15,80.65
0.064,1,0.4,0.8,0.01,73.15,48.88,52.52
0.064,1,0.4,0.8,0.058,92.74,71.2,69.94
0.064,1,0.4,0.8,0.106,100.46,77.57,77.38
0.064,1,0.4,0.8,0.154,102.99,83.85,77.42
0.064,1,0.4,0.8,0.202,105.96,89.69,79.51
0.064,1,0.4,0.8,0.25,108.96,91.7,79.61
0.064,1,0.4,1,0.01,72.41,49.02,54.03
0.064,1,0.4,1,0.058,90.95,70.82,71.48
0.064,1,0.4,1,0.106,98.73,78.21,77.43
0.064,1,0.4,1,0.154,102.69,84.11,78.07
0.064,1,0.4,1,0.202,105.08,89.8,79.24
0.064,1,0.4,1,0.25,109.63,91.49,78.77
0.064,1,0.6,0,0.01,98.9,46.92,50.05
0.064,1,0.6,0,0.058,105.51,70.08,66.38
0.064,1,0.6,0,0.106,106.78,77.84,74.44
0.064,1,0.6,0,0.154,107.01,83.01,79.34
0.064,1,0.6,0,0.202,110.94,85.25,77.15
0.064,1,0.6,0,0.25,110.19,86.49,78.69
0.064,1,0.6,0.2,0.01,90.33,48.54,47.65
0.064,1,0.6,0.2,0.058,97.42,70.83,69.49
0.064,1,0.6,0.2,0.106,101,79.27,73.45
0.064,1,0.6,0.2,0.154,103.91,83.91,78.92
0.064,1,0.6,0.2,0.202,107.07,84.96,77.55
0.064,1,0.6,0.2,0.25,107.34,87.65,78.02
0.064,1,0.6,0.4,0.01,82.03,49.13,48.69
0.064,1,0.6,0.4,0.058,92.09,71.53,70.23
0.064,1,0.6,0.4,0.106,98.27,79.92,72.61
0.064,1,0.6,0.4,0.154,102.77,84.05,78.35
0.064,1,0.6,0.4,0.202,104.48,85.51,77.37
0.064,1,0.6,0.4,0.25,107.85,87.5,77.87
0.064,1,0.6,0.6,0.01,77.24,50.3,49.56
0.064,1,0.6,0.6,0.058,89.85,72,69.1
0.064,1,0.6,0.6,0.106,96.63,81.22,75.22
0.064,1,0.6,0.6,0.154,102.54,84.13,77.89
0.064,1,0.6,0.6,0.202,105.11,85.58,76.14
0.064,1,0.6,0.6,0.25,107.2,86.92,78.02
0.064,1,0.6,0.8,0.01,73.18,50.72,51.85
0.064,1,0.6,0.8,0.058,90.33,72.86,67.94
0.064,1,0.6,0.8,0.106,94.03,80.16,75.7
0.064,1,0.6,0.8,0.154,101.17,83.97,77.93
0.064,1,0.6,0.8,0.202,103.68,85.06,76.08
0.064,1,0.6,0.8,0.25,106.69,87.47,76.91
0.064,1,0.6,1,0.01,72.17,50.7,53.07
0.064,1,0.6,1,0.058,90.92,72.13,68.67
0.064,1,0.6,1,0.106,96.52,79.31,75.16
0.064,1,0.6,1,0.154,101.58,81.81,75.94
0.064,1,0.6,1,0.202,102.96,84.51,77.45
0.064,1,0.6,1,0.25,105.89,87.7,75.8
0.064,1,0.8,0,0.01,99.44,43.09,48.07
0.064,1,0.8,0,0.058,102.25,67.16,68.94
0.064,1,0.8,0,0.106,104.69,77.11,70.33
0.064,1,0.8,0,0.154,104.92,79.11,72.58
0.064,1,0.8,0,0.202,105.94,81.52,75.55
0.064,1,0.8,0,0.25,107.24,84.13,73.62
0.064,1,0.8,0.2,0.01,89.24,44.95,48.77
0.064,1,0.8,0.2,0.058,97.9,68.56,68.24
0.064,1,0.8,0.2,0.106,101.11,77.55,69.81
0.064,1,0.8,0.2,0.154,102.34,79.5,72.52
0.064,1,0.8,0.2,0.202,104.11,82.39,75.82
0.064,1,0.8,0.2,0.25,106.41,83.5,73.69
0.064,1,0.8,0.4,0.01,83.37,45.38,49.06
0.064,1,0.8,0.4,0.058,94.68,69.06,68.89
0.064,1,0.8,0.4,0.106,98.36,77.44,70.52
0.064,1,0.8,0.4,0.154,101.69,78.53,74.18
0.064,1,0.8,0.4,0.202,100.77,82.72,76.16
0.064,1,0.8,0.4,0.25,104.08,83.8,73.48
0.064,1,0.8,0.6,0.01,75.6,45.35,49.96
0.064,1,0.8,0.6,0.058,90.19,69.97,67.4
0.064,1,0.8,0.6,0.106,94.25,75.96,71.77
0.064,1,0.8,0.6,0.154,97.6,79.52,74.54
0.064,1,0.8,0.6,0.202,101.53,83.05,76.23
0.064,1,0.8,0.6,0.25,102.93,84.39,74.79
0.064,1,0.8,0.8,0.01,73.06,46.99,50.15
0.064,1,0.8,0.8,0.058,88.02,70.03,68.35
0.064,1,0.8,0.8,0.106,92.09,76.1,72.78
0.064,1,0.8,0.8,0.154,98.15,79.51,73.92
0.064,1,0.8,0.8,0.202,99.7,82.78,76.9
0.064,1,0.8,0.8,0.25,102.83,84.06,74.83
0.064,1,0.8,1,0.01,69.4,47.02,51.74
0.064,1,0.8,1,0.058,85.55,70.63,68.13
0.064,1,0.8,1,0.106,93.06,76.64,72.35
0.064,1,0.8,1,0.154,96.64,80.23,74.5
0.064,1,0.8,1,0.202,100.43,83.29,76.36
0.064,1,0.8,1,0.25,102.08,83.95,74.61
0.064,1,1,0,0.01,97.12,45.59,46.31
0.064,1,1,0,0.058,100.76,67.97,66.31
0.064,1,1,0,0.106,100.46,74.85,70.73
0.064,1,1,0,0.154,102.23,78.59,74.23
0.064,1,1,0,0.202,102.77,79.87,74.07
0.064,1,1,0,0.25,102.47,81.61,74.83
0.064,1,1,0.2,0.01,88.7,46.13,47.19
0.064,1,1,0.2,0.058,95.14,68.29,66.98
0.064,1,1,0.2,0.106,95.37,75.04,70.95
0.064,1,1,0.2,0.154,98.63,79.37,74.32
0.064,1,1,0.2,0.202,99.58,80.37,74.34
0.064,1,1,0.2,0.25,102.27,81.44,74.38
0.064,1,1,0.4,0.01,81.1,48.13,46.67
0.064,1,1,0.4,0.058,91.5,68.16,67.27
0.064,1,1,0.4,0.106,93.23,72.49,70.88
0.064,1,1,0.4,0.154,97.69,77.64,71.31
0.064,1,1,0.4,0.202,100.42,78.77,73.57
0.064,1,1,0.4,0.25,100.92,80.22,73.85
0.064,1,1,0.6,0.01,75.41,47.12,49.2
0.064,1,1,0.6,0.058,88.65,68.31,65.39
0.064,1,1,0.6,0.106,93.49,72.45,71.07
0.064,1,1,0.6,0.154,95.76,77.51,71.13
0.064,1,1,0.6,0.202,100.09,78.8,74.14
0.064,1,1,0.6,0.25,99.77,79.18,74.39
0.064,1,1,0.8,0.01,73.01,47.47,50.44
0.064,1,1,0.8,0.058,86.64,68.89,67.38
0.064,1,1,0.8,0.106,92.92,72.65,72.42
0.064,1,1,0.8,0.154,93.36,77.69,70.78
0.064,1,1,0.8,0.202,98.39,79,74.2
0.064,1,1,0.8,0.25,97.93,78.61,74.56
0.064,1,1,1,0.01,68.54,47.77,52.56
0.064,1,1,1,0.058,83.48,67.73,68.29
0.064,1,1,1,0.106,90.29,72.26,71.54
0.064,1,1,1,0.154,95.43,77.43,72.7
0.064,1,1,1,0.202,96.27,78.96,74.3
0.064,1,1,1,0.25,98.78,78.61,74.36
0.216,0,0,0,0.01,140.15,124.68,110.87
0.216,0,0,0,0.058,120.31,92.05,64.63
0.216,0,0,0,0.106,110.72,79.85,52.27
0.216,0,0,0,0.154,103.16,72.82,46.57
0.216,0,0,0,0.202,95.75,70.14,45.54
0.216,0,0,0,0.25,95.17,67.32,45.81
0.216,0,0,0.2,0.01,134.47,125.1,111.37
0.216,0,0,0.2,0.058,119.52,92.29,66.42
0.216,0,0,0.2,0.106,108.97,80.63,53.63
0.216,0,0,0.2,0.154,103.66,74.72,49.33
0.216,0,0,0.2,0.202,95.75,70.14,45.54
0.216,0,0,0.2,0.25,95.17,67.32,45.81
0.216,0,0,0.4,0.01,134.47,125.1,111.37
0.216,0,0,0.4,0.058,119.52,92.29,66.42
0.216,0,0,0.4,0.106,108.97,80.63,53.63
0.216,0,0,0.4,0.154,103.66,74.72,49.33
0.216,0,0,0.4,0.202,95.75,70.14,45.54
0.216,0,0,0.4,0.25,95.17,67.32,45.81
0.216,0,0,0.6,0.01,134.47,125.1,111.37
0.216,0,0,0.6,0.058,119.52,92.29,66.42
0.216,0,0,0.6,0.106,108.97,80.63,53.63
0.216,0,0,0.6,0.154,108.97,76.89,47.51
0.216,0,0,0.6,0.202,105.71,73.71,46.95
0.216,0,0,0.6,0.25,100.87,68.93,47.27
0.216,0,0,0.8,0.01,141.24,126.52,114.81
0.216,0,0,0.8,0.058,123.51,99.02,68.69
0.216,0,0,0.8,0.106,115.93,84.57,52.56
0.216,0,0,0.8,0.154,108.97,76.89,47.51
0.216,0,0,0.8,0.202,105.71,73.71,46.95
0.216,0,0,0.8,0.25,100.87,68.93,47.27
0.216,0,0,1,0.01,141.24,126.52,114.81
0.216,0,0,1,0.058,123.51,99.02,68.69
0.216,0,0,1,0.106,115.93,84.57,52.56
0.216,0,0,1,0.154,108.97,76.89,47.51
0.216,0,0,1,0.202,105.71,73.71,46.95
0.216,0,0,1,0.25,100.87,68.93,47.27
0.216,0,0.2,0,0.01,139.76,124.77,114.26
0.216,0,0.2,0,0.058,119.03,94.05,66.26
0.216,0,0.2,0,0.106,103.22,73.41,50.79
0.216,0,0.2,0,0.154,92.53,68.51,44.85
0.216,0,0.2,0,0.202,89.6,65.18,43.44
0.216,0,0.2,0,0.25,87.99,62.03,45.3
0.216,0,0.2,0.2,0.01,137.92,120.17,110.59
0.216,0,0.2,0.2,0.058,112.87,88.1,63.58
0.216,0,0.2,0.2,0.106,103.22,73.41,50.79
0.216,0,0.2,0.2,0.154,92.53,68.51,44.85
0.216,0,0.2,0.2,0.202,89.6,65.18,43.44
0.216,0,0.2,0.2,0.25,87.99,62.03,45.3
0.216,0,0.2,0.4,0.01,137.92,120.17,110.59
0.216,0,0.2,0.4,0.058,112.87,88.1,63.58
0.216,0,0.2,0.4,0.106,103.22,73.41,50.79
0.216,0,0.2,0.4,0.154,92.53,68.51,44.85
0.216,0,0.2,0.4,0.202,89.6,65.18,43.44
0.216,0,0.2,0.4,0.25,87.99,62.03,45.3
0.216,0,0.2,0.6,0.01,137.92,120.17,110.59
0.216,0,0.2,0.6,0.058,112.87,88.1,63.58
0.216,0,0.2,0.6,0.106,106.13,76.59,50.14
0.216,0,0.2,0.6,0.154,99.99,68.11,46.49
0.216,0,0.2,0.6,0.202,94.02,64.81,45.7
0.216,0,0.2,0.6,0.25,88.75,64.47,46.48
0.216,0,0.2,0.8,0.01,134.99,121.45,112.06
0.216,0,0.2,0.8,0.058,114.12,91.71,64
0.216,0,0.2,0.8,0.106,106.08,76.64,49.54
0.216,0,0.2,0.8,0.154,99.99,68.11,46.49
0.216,0,0.2,0.8,0.202,94.02,64.81,45.7
0.216,0,0.2,0.8,0.25,88.75,64.47,46.48
0.216,0,0.2,1,0.01,134.99,121.45,112.06
0.216,0,0.2,1,0.058,114.12,91.71,64
0.216,0,0.2,1,0.106,106.08,76.64,49.54
0.216,0,0.2,1,0.154,99.99,68.11,46.49
0.216,0,0.2,1,0.202,94.02,64.81,45.7
0.216,0,0.2,1,0.25,88.75,64.47,46.48
0.216,0,0.4,0,0.01,133,120.53,110.8
0.216,0,0.4,0,0.058,109.84,86.38,62.56
0.216,0,0.4,0,0.106,97.98,70.62,49.65
0.216,0,0.4,0,0.154,90.83,65.98,46.08
0.216,0,0.4,0,0.202,83.18,61.66,47.72
0.216,0,0.4,0,0.25,80.72,58.95,46.35
0.216,0,0.4,0.2,0.01,135.51,117.34,105.47
0.216,0,0.4,0.2,0.058,104.07,85.35,61.72
0.216,0,0.4,0.2,0.106,98.53,72.12,49.65
0.216,0,0.4,0.2,0.154,90.83,65.98,46.08
0.216,0,0.4,0.2,0.202,83.18,61.66,47.72
0.216,0,0.4,0.2,0.25,80.72,58.95,46.35
0.216,0,0.4,0.4,0.01,135.51,117.34,105.47
0.216,0,0.4,0.4,0.058,104.07,85.35,61.72
0.216,0,0.4,0.4,0.106,98.53,72.12,49.65
0.216,0,0.4,0.4,0.154,90.83,65.98,46.08
0.216,0,0.4,0.4,0.202,83.18,61.66,47.72
0.216,0,0.4,0.4,0.25,80.72,58.95,46.35
0.216,0,0.4,0.6,0.01,135.51,117.34,105.47
0.216,0,0.4,0.6,0.058,104.07,85.35,61.72
0.216,0,0.4,0.6,0.106,98.53,72.12,49.65
0.216,0,0.4,0.6,0.154,88.6,65.35,46.33
0.216,0,0.4,0.6,0.202,84.31,61.75,44.59
0.216,0,0.4,0.6,0.25,82.82,60.58,42.89
0.216,0,0.4,0.8,0.01,133.54,120.46,106.38
0.216,0,0.4,0.8,0.058,112.04,85.22,62.95
0.216,0,0.4,0.8,0.106,97.32,71.74,50.08
0.216,0,0.4,0.8,0.154,88.48,65.48,44.82
0.216,0,0.4,0.8,0.202,84.31,61.75,44.59
0.216,0,0.4,0.8,0.25,82.82,60.58,42.89
0.216,0,0.4,1,0.01,133.54,120.46,106.38
0.216,0,0.4,1,0.058,112.04,85.22,62.95
0.216,0,0.4,1,0.106,97.32,71.74,50.08
0.216,0,0.4,1,0.154,88.48,65.48,44.82
0.216,0,0.4,1,0.202,84.31,61.75,44.59
0.216,0,0.4,1,0.25,82.82,60.58,42.89
0.216,0,0.6,0,0.01,134.05,120.33,102.74
0.216,0,0.6,0,0.058,105.48,82.24,59.47
0.216,0,0.6,0,0.106,91.7,67.5,47.26
0.216,0,0.6,0,0.154,82.78,62.77,43.5
0.216,0,0.6,0,0.202,78.27,58.28,42.22
0.216,0,0.6,0,0.25,77.04,57.46,46.44
0.216,0,0.6,0.2,0.01,131.54,117.55,106.25
0.216,0,0.6,0.2,0.058,105.49,81.6,57.78
0.216,0,0.6,0.2,0.106,94.68,69.06,48.29
0.216,0,0.6,0.2,0.154,84.58,60.16,47.36
0.216,0,0.6,0.2,0.202,80.39,58.15,46.67
0.216,0,0.6,0.2,0.25,77.04,57.46,46.44
0.216,0,0.6,0.4,0.01,131.54,117.55,106.25
0.216,0,0.6,0.4,0.058,105.49,81.6,57.78
0.216,0,0.6,0.4,0.106,94.68,69.06,48.29
0.216,0,0.6,0.4,0.154,84.58,60.16,47.36
0.216,0,0.6,0.4,0.202,80.39,58.15,46.67
0.216,0,0.6,0.4,0.25,77.04,57.46,46.44
0.216,0,0.6,0.6,0.01,131.54,117.55,106.25
0.216,0,0.6,0.6,0.058,105.49,81.6,57.78
0.216,0,0.6,0.6,0.106,94.68,69.06,48.29
0.216,0,0.6,0.6,0.154,84.58,60.16,47.36
